ID,Type,SKU,Name,Published,Short description,Description,Regular price,Sale price,Categories,Images,Stock,Manage stock,Backorders,Tax status,Tax class,Tags
,simple,COMPRESSION-T-SHIRT,COMPRESSION T-SHIRT,1,COMPRESSION T-SHIRT - high-quality product in the Clothing category.,COMPRESSION T-SHIRT is a premium product designed for Clothing training and matches. Ideal for athletes and sports enthusiasts.,999,,Clothing,https://placehold.co/600x600/f5f5f5/333333.png?text=COMPRESSION%20T-SHIRT,10,yes,no,taxable,standard,
,simple,CORK-BALL,CORK BALL,1,CORK BALL - high-quality product in the Cricket category.,CORK BALL is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CORK%20BALL,10,yes,no,taxable,standard,
,simple,CORK-BALL-MASPRO,CORK BALL MASPRO,1,CORK BALL MASPRO - high-quality product in the Cricket category.,CORK BALL MASPRO is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CORK%20BALL%20MASPRO,10,yes,no,taxable,standard,
,simple,COSCO-B-BALL-MULTI-3,COSCO B/BALL MULTI 3,1,COSCO B/BALL MULTI 3 - high-quality product in the Baskatball category.,COSCO B/BALL MULTI 3 is a premium product designed for Baskatball training and matches. Ideal for athletes and sports enthusiasts.,999,,Baskatball,https://placehold.co/600x600/f5f5f5/333333.png?text=COSCO%20B%2FBALL%20MULTI%203,10,yes,no,taxable,standard,
,simple,COSCO-B-BALL-SUPER-MINI-5,COSCO B/BALL SUPER MINI 5,1,COSCO B/BALL SUPER MINI 5 - high-quality product in the Baskatball category.,COSCO B/BALL SUPER MINI 5 is a premium product designed for Baskatball training and matches. Ideal for athletes and sports enthusiasts.,999,,Baskatball,https://placehold.co/600x600/f5f5f5/333333.png?text=COSCO%20B%2FBALL%20SUPER%20MINI%205,10,yes,no,taxable,standard,
,simple,COSMOGEAR-KIT-BAG,COSMOGEAR KIT BAG,1,COSMOGEAR KIT BAG - high-quality product in the kit bag category.,COSMOGEAR KIT BAG is a premium product designed for kit bag training and matches. Ideal for athletes and sports enthusiasts.,999,,kit bag,https://placehold.co/600x600/f5f5f5/333333.png?text=COSMOGEAR%20KIT%20BAG,10,yes,no,taxable,standard,
,simple,COURT-FLYER-SHOE,COURT FLYER SHOE,1,COURT FLYER SHOE - high-quality Shoe in the Badminton category.,COURT FLYER SHOE is a premium Shoe designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Shoe,https://placehold.co/600x600/f5f5f5/333333.png?text=COURT%20FLYER%20SHOE,10,yes,no,taxable,standard,
,simple,COURT-STAR-PRO-UK-11,COURT STAR PRO UK-11,1,COURT STAR PRO UK-11 - high-quality Shoe in the Badminton category.,COURT STAR PRO UK-11 is a premium Shoe designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Shoe,https://placehold.co/600x600/f5f5f5/333333.png?text=COURT%20STAR%20PRO%20UK-11,10,yes,no,taxable,standard,
,simple,COURT-STARPRO-UK-6,COURT STARPRO - UK 6,1,COURT STARPRO - UK 6 - high-quality Shoe in the Badminton category.,COURT STARPRO - UK 6 is a premium Shoe designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Shoe,https://placehold.co/600x600/f5f5f5/333333.png?text=COURT%20STARPRO%20-%20UK%206,10,yes,no,taxable,standard,
,simple,COURT-STARPRO-UK-10,COURT STARPRO -UK 10,1,COURT STARPRO -UK 10 - high-quality Shoe in the Badminton category.,COURT STARPRO -UK 10 is a premium Shoe designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Shoe,https://placehold.co/600x600/f5f5f5/333333.png?text=COURT%20STARPRO%20-UK%2010,10,yes,no,taxable,standard,
,simple,COURT-STARPRO-UK-7,COURT STARPRO -UK 7,1,COURT STARPRO -UK 7 - high-quality Shoe in the Badminton category.,COURT STARPRO -UK 7 is a premium Shoe designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Shoe,https://placehold.co/600x600/f5f5f5/333333.png?text=COURT%20STARPRO%20-UK%207,10,yes,no,taxable,standard,
,simple,COURT-STARPRO-UK-9,COURT STARPRO -UK 9,1,COURT STARPRO -UK 9 - high-quality Shoe in the Badminton category.,COURT STARPRO -UK 9 is a premium Shoe designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Shoe,https://placehold.co/600x600/f5f5f5/333333.png?text=COURT%20STARPRO%20-UK%209,10,yes,no,taxable,standard,
,simple,COURT-STATPRO-UK-8,COURT STATPRO - UK 8,1,COURT STATPRO - UK 8 - high-quality Shoe in the Badminton category.,COURT STATPRO - UK 8 is a premium Shoe designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Shoe,https://placehold.co/600x600/f5f5f5/333333.png?text=COURT%20STATPRO%20-%20UK%208,10,yes,no,taxable,standard,
,simple,CR-BALL-TRUE-TEST,CR BALL TRUE TEST,1,CR BALL TRUE TEST - high-quality product in the Cricket category.,CR BALL TRUE TEST is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20BALL%20TRUE%20TEST,10,yes,no,taxable,standard,
,simple,CR-BAT-KW-GUSTY-NO-4,CR BAT KW GUSTY NO 4,1,CR BAT KW GUSTY NO 4 - high-quality product in the Cricket category.,CR BAT KW GUSTY NO 4 is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20BAT%20KW%20GUSTY%20NO%204,10,yes,no,taxable,standard,
,simple,CR-BAT-LANKHA,CR BAT LANKHA,1,CR BAT LANKHA - high-quality product in the Cricket category.,CR BAT LANKHA is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20BAT%20LANKHA,10,yes,no,taxable,standard,
,simple,CR-BAT-SF-ATOMOS-NO5,CR BAT SF ATOMOS NO5,1,CR BAT SF ATOMOS NO5 - high-quality product in the Cricket category.,CR BAT SF ATOMOS NO5 is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20BAT%20SF%20ATOMOS%20NO5,10,yes,no,taxable,standard,
,simple,CR-BAT-SIERRA-NO3,CR BAT SIERRA NO3,1,CR BAT SIERRA NO3 - high-quality product in the Cricket category.,CR BAT SIERRA NO3 is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20BAT%20SIERRA%20NO3,10,yes,no,taxable,standard,
,simple,CR-BAT-SIERRA-PLUS-NO5,CR BAT SIERRA PLUS NO5,1,CR BAT SIERRA PLUS NO5 - high-quality product in the Cricket category.,CR BAT SIERRA PLUS NO5 is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20BAT%20SIERRA%20PLUS%20NO5,10,yes,no,taxable,standard,
,simple,CR-BAT-SS-TON-MAXIMUS-NO4,CR BAT SS TON MAXIMUS NO4,1,CR BAT SS TON MAXIMUS NO4 - high-quality product in the Cricket category.,CR BAT SS TON MAXIMUS NO4 is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20BAT%20SS%20TON%20MAXIMUS%20NO4,10,yes,no,taxable,standard,
,simple,CR-BAT-SS-VINTAGE-NO6,CR BAT SS VINTAGE NO6,1,CR BAT SS VINTAGE NO6 - high-quality product in the Cricket category.,CR BAT SS VINTAGE NO6 is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20BAT%20SS%20VINTAGE%20NO6,10,yes,no,taxable,standard,
,simple,CR-BAT-WILLOW-SCOPE-AUTOGRAPH,CR BAT WILLOW SCOPE AUTOGRAPH,1,CR BAT WILLOW SCOPE AUTOGRAPH - high-quality product in the Cricket category.,CR BAT WILLOW SCOPE AUTOGRAPH is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20BAT%20WILLOW%20SCOPE%20AUTOGRAPH,10,yes,no,taxable,standard,
,simple,CR-BATTING-GLOVES-LH-MEN,CR BATTING GLOVES LH MEN,1,CR BATTING GLOVES LH MEN - high-quality product in the Cricket category.,CR BATTING GLOVES LH MEN is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20BATTING%20GLOVES%20LH%20MEN,10,yes,no,taxable,standard,
,simple,CR-GRIP-COIL-ROUND-ENKAY,CR GRIP COIL ROUND ENKAY,1,CR GRIP COIL ROUND ENKAY - high-quality product in the Cricket category.,CR GRIP COIL ROUND ENKAY is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20GRIP%20COIL%20ROUND%20ENKAY,10,yes,no,taxable,standard,
,simple,CR-GRIP-DYNAMIC,CR GRIP DYNAMIC,1,CR GRIP DYNAMIC - high-quality product in the Cricket category.,CR GRIP DYNAMIC is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20GRIP%20DYNAMIC,10,yes,no,taxable,standard,
,simple,CR-INNER-GLOVES-BOYS,CR INNER GLOVES BOYS,1,CR INNER GLOVES BOYS - high-quality product in the Cricket category.,CR INNER GLOVES BOYS is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20INNER%20GLOVES%20BOYS,10,yes,no,taxable,standard,
,simple,CR-KIT-BAG-JUNIOR,CR KIT BAG JUNIOR,1,CR KIT BAG JUNIOR - high-quality product in the Cricket category.,CR KIT BAG JUNIOR is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20KIT%20BAG%20JUNIOR,10,yes,no,taxable,standard,
,simple,CR-KIT-BAG-LD-JUNIOR,CR KIT BAG LD JUNIOR,1,CR KIT BAG LD JUNIOR - high-quality product in the Cricket category.,CR KIT BAG LD JUNIOR is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20KIT%20BAG%20LD%20JUNIOR,10,yes,no,taxable,standard,
,simple,CR-KIT-BAG-SG-KLR-DUFFLE-BOYS,CR KIT BAG SG KLR DUFFLE BOYS,1,CR KIT BAG SG KLR DUFFLE BOYS - high-quality product in the Cricket category.,CR KIT BAG SG KLR DUFFLE BOYS is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20KIT%20BAG%20SG%20KLR%20DUFFLE%20BOYS,10,yes,no,taxable,standard,
,simple,CR-KW-SKY-STRIKER-NO4,CR KW SKY STRIKER NO4,1,CR KW SKY STRIKER NO4 - high-quality product in the Cricket category.,CR KW SKY STRIKER NO4 is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20KW%20SKY%20STRIKER%20NO4,10,yes,no,taxable,standard,
,simple,CR-SLVEES,CR SLVEES,1,CR SLVEES - high-quality product in the Cricket category.,CR SLVEES is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20SLVEES,10,yes,no,taxable,standard,
,simple,CR-T-SHIRT-WHITE-HF,CR T-SHIRT WHITE HF,1,CR T-SHIRT WHITE HF - high-quality product in the Cricket category.,CR T-SHIRT WHITE HF is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CR%20T-SHIRT%20WHITE%20HF,10,yes,no,taxable,standard,
,simple,CRICKET-BALL-YORKER-WHITE,CRICKET BALL YORKER WHITE,1,CRICKET BALL YORKER WHITE - high-quality product in the Cricket category.,CRICKET BALL YORKER WHITE is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CRICKET%20BALL%20YORKER%20WHITE,10,yes,no,taxable,standard,
,simple,CRICKET-BATTING-GLOVE-BOYS,CRICKET BATTING GLOVE BOYS,1,CRICKET BATTING GLOVE BOYS - high-quality product in the Cricket category.,CRICKET BATTING GLOVE BOYS is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CRICKET%20BATTING%20GLOVE%20BOYS,10,yes,no,taxable,standard,
,simple,CRICKET-BATTING-GLOVERS-YOUTH,CRICKET BATTING GLOVERS YOUTH,1,CRICKET BATTING GLOVERS YOUTH - high-quality product in the Cricket category.,CRICKET BATTING GLOVERS YOUTH is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CRICKET%20BATTING%20GLOVERS%20YOUTH,10,yes,no,taxable,standard,
,simple,CRICKET-GRIP-HRA-MULTI,CRICKET GRIP HRA MULTI,1,CRICKET GRIP HRA MULTI - high-quality product in the Cricket category.,CRICKET GRIP HRA MULTI is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CRICKET%20GRIP%20HRA%20MULTI,10,yes,no,taxable,standard,
,simple,CRICKET-GRIP-HRS,CRICKET GRIP HRS,1,CRICKET GRIP HRS - high-quality product in the Cricket category.,CRICKET GRIP HRS is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CRICKET%20GRIP%20HRS,10,yes,no,taxable,standard,
,simple,CRICKET-HELMET,CRICKET HELMET,1,CRICKET HELMET - high-quality product in the Cricket category.,CRICKET HELMET is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CRICKET%20HELMET,10,yes,no,taxable,standard,
,simple,CRICKET-SET-FOUR-STUMP-BAT-NO-2,CRICKET SET FOUR STUMP & BAT NO 2,1,CRICKET SET FOUR STUMP & BAT NO 2 - high-quality product in the Cricket category.,CRICKET SET FOUR STUMP & BAT NO 2 is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CRICKET%20SET%20FOUR%20STUMP%20%26%20BAT%20N,10,yes,no,taxable,standard,
,simple,CRICKET-SHOE-SPIKES,CRICKET SHOE SPIKES,1,CRICKET SHOE SPIKES - high-quality product in the Cricket category.,CRICKET SHOE SPIKES is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CRICKET%20SHOE%20SPIKES,10,yes,no,taxable,standard,
,simple,CRICKET-SHOES,CRICKET SHOES,1,CRICKET SHOES - high-quality product in the Cricket category.,CRICKET SHOES is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CRICKET%20SHOES,10,yes,no,taxable,standard,
,simple,CRICKET-SOCKS-JOY-KNITTS,CRICKET SOCKS JOY KNITTS,1,CRICKET SOCKS JOY KNITTS - high-quality product in the Cricket category.,CRICKET SOCKS JOY KNITTS is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CRICKET%20SOCKS%20JOY%20KNITTS,10,yes,no,taxable,standard,
,simple,CROWN-DIGITAL-SCALE-125,CROWN DIGITAL SCALE 125,1,CROWN DIGITAL SCALE 125 - high-quality product in the Genera; category.,CROWN DIGITAL SCALE 125 is a premium product designed for Genera; training and matches. Ideal for athletes and sports enthusiasts.,999,,Genera;,https://placehold.co/600x600/f5f5f5/333333.png?text=CROWN%20DIGITAL%20SCALE%20125,10,yes,no,taxable,standard,
,simple,CSK-T-SHIRT,CSK T-SHIRT,1,CSK T-SHIRT - high-quality product in the Cricket category.,CSK T-SHIRT is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=CSK%20T-SHIRT,10,yes,no,taxable,standard,
,simple,CYCLING-SHORTS-LYCRA,CYCLING SHORTS LYCRA,1,CYCLING SHORTS LYCRA - high-quality product in the clothing category.,CYCLING SHORTS LYCRA is a premium product designed for clothing training and matches. Ideal for athletes and sports enthusiasts.,999,,clothing,https://placehold.co/600x600/f5f5f5/333333.png?text=CYCLING%20SHORTS%20LYCRA,10,yes,no,taxable,standard,
,simple,DISCUSS-THROW-1-5KG,DISCUSS THROW 1.5KG,1,DISCUSS THROW 1.5KG - high-quality product in the Athletics category.,DISCUSS THROW 1.5KG is a premium product designed for Athletics training and matches. Ideal for athletes and sports enthusiasts.,999,,Athletics,https://placehold.co/600x600/f5f5f5/333333.png?text=DISCUSS%20THROW%201.5KG,10,yes,no,taxable,standard,
,simple,DISCUSS-THROW-1KG,DISCUSS THROW 1KG,1,DISCUSS THROW 1KG - high-quality product in the Athletics category.,DISCUSS THROW 1KG is a premium product designed for Athletics training and matches. Ideal for athletes and sports enthusiasts.,999,,Athletics,https://placehold.co/600x600/f5f5f5/333333.png?text=DISCUSS%20THROW%201KG,10,yes,no,taxable,standard,
,simple,DOOR-WAY-BAR,DOOR WAY BAR,1,DOOR WAY BAR - high-quality product in the Fitness category.,DOOR WAY BAR is a premium product designed for Fitness training and matches. Ideal for athletes and sports enthusiasts.,999,,Fitness,https://placehold.co/600x600/f5f5f5/333333.png?text=DOOR%20WAY%20BAR,10,yes,no,taxable,standard,
,simple,DOT-KNIT-ROUND-NECK,DOT KNIT ROUND NECK,1,DOT KNIT ROUND NECK - high-quality product in the Clothing category.,DOT KNIT ROUND NECK is a premium product designed for Clothing training and matches. Ideal for athletes and sports enthusiasts.,999,,Clothing,https://placehold.co/600x600/f5f5f5/333333.png?text=DOT%20KNIT%20ROUND%20NECK,10,yes,no,taxable,standard,
,simple,DRI-FIT-MARS-POLO-T-SHIRT,DRI FIT MARS POLO T-SHIRT,1,DRI FIT MARS POLO T-SHIRT - high-quality product in the Clothing category.,DRI FIT MARS POLO T-SHIRT is a premium product designed for Clothing training and matches. Ideal for athletes and sports enthusiasts.,999,,Clothing,https://placehold.co/600x600/f5f5f5/333333.png?text=DRI%20FIT%20MARS%20POLO%20T-SHIRT,10,yes,no,taxable,standard,
,simple,DSC-CLAW,DSC CLAW,1,DSC CLAW - high-quality product in the Cricket category.,DSC CLAW is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=DSC%20CLAW,10,yes,no,taxable,standard,
,simple,DSC-CRYSTAL,DSC CRYSTAL,1,DSC CRYSTAL - high-quality product in the Cricket category.,DSC CRYSTAL is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=DSC%20CRYSTAL,10,yes,no,taxable,standard,
,simple,DSC-SPEED,DSC SPEED,1,DSC SPEED - high-quality product in the Cricket category.,DSC SPEED is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=DSC%20SPEED,10,yes,no,taxable,standard,
,simple,DSC-TETRA,DSC TETRA,1,DSC TETRA - high-quality product in the Cricket category.,DSC TETRA is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=DSC%20TETRA,10,yes,no,taxable,standard,
,simple,DSC-ZIG-ZAG,DSC ZIG ZAG,1,DSC ZIG ZAG - high-quality product in the Cricket category.,DSC ZIG ZAG is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=DSC%20ZIG%20ZAG,10,yes,no,taxable,standard,
,simple,DUMBELLS-2KG,DUMBELLS 2KG,1,DUMBELLS 2KG - high-quality product in the Gym Equipments category.,DUMBELLS 2KG is a premium product designed for Gym Equipments training and matches. Ideal for athletes and sports enthusiasts.,999,,Gym Equipments,https://placehold.co/600x600/f5f5f5/333333.png?text=DUMBELLS%202KG,10,yes,no,taxable,standard,
,simple,DUMBELLS-HEX-3-KG,DUMBELLS HEX 3 KG,1,DUMBELLS HEX 3 KG - high-quality product in the Gym Equipments category.,DUMBELLS HEX 3 KG is a premium product designed for Gym Equipments training and matches. Ideal for athletes and sports enthusiasts.,999,,Gym Equipments,https://placehold.co/600x600/f5f5f5/333333.png?text=DUMBELLS%20HEX%203%20KG,10,yes,no,taxable,standard,
,simple,EL-CRICKET-SHOE,EL CRICKET SHOE,1,EL CRICKET SHOE - high-quality product in the Cricket category.,EL CRICKET SHOE is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=EL%20CRICKET%20SHOE,10,yes,no,taxable,standard,
,simple,F-B-GOALKEEP-GLOVE-SPIDER,F/B GOALKEEP GLOVE SPIDER,1,F/B GOALKEEP GLOVE SPIDER - high-quality product in the Football category.,F/B GOALKEEP GLOVE SPIDER is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FB%20GOALKEEP%20GLOVE%20SPIDER,10,yes,no,taxable,standard,
,simple,F-B-JERSY-MBAPPE-FRA,F/B JERSY MBAPPE FRA,1,F/B JERSY MBAPPE FRA - high-quality product in the Football category.,F/B JERSY MBAPPE FRA is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FB%20JERSY%20MBAPPE%20FRA,10,yes,no,taxable,standard,
,simple,F-B-JERSY-MESSI-ARG,F/B JERSY MESSI ARG,1,F/B JERSY MESSI ARG - high-quality product in the Football category.,F/B JERSY MESSI ARG is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FB%20JERSY%20MESSI%20ARG,10,yes,no,taxable,standard,
,simple,F-B-JERSY-MESSI-EMB,F/B JERSY MESSI EMB,1,F/B JERSY MESSI EMB - high-quality product in the Football category.,F/B JERSY MESSI EMB is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FB%20JERSY%20MESSI%20EMB,10,yes,no,taxable,standard,
,simple,F-B-JERSY-NEYMAR-BRAZ,F/B JERSY NEYMAR BRAZ,1,F/B JERSY NEYMAR BRAZ - high-quality product in the Football category.,F/B JERSY NEYMAR BRAZ is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FB%20JERSY%20NEYMAR%20BRAZ,10,yes,no,taxable,standard,
,simple,F-B-JERSY-NEYMAR-FULLKIT,F/B JERSY NEYMAR FULLKIT,1,F/B JERSY NEYMAR FULLKIT - high-quality product in the Football category.,F/B JERSY NEYMAR FULLKIT is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FB%20JERSY%20NEYMAR%20FULLKIT,10,yes,no,taxable,standard,
,simple,F-B-JERSY-RONALD-PORT,F/B JERSY RONALD PORT,1,F/B JERSY RONALD PORT - high-quality product in the Football category.,F/B JERSY RONALD PORT is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FB%20JERSY%20RONALD%20PORT,10,yes,no,taxable,standard,
,simple,F-BALL,F/BALL,1,F/BALL - high-quality product in the Football category.,F/BALL is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL,10,yes,no,taxable,standard,
,simple,F-BALL-BOOT-ANZA,F/BALL BOOT ANZA,1,F/BALL BOOT ANZA - high-quality product in the Football category.,F/BALL BOOT ANZA is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20BOOT%20ANZA,10,yes,no,taxable,standard,
,simple,F-BALL-COUNTRY-COLOUR,F/BALL COUNTRY COLOUR,1,F/BALL COUNTRY COLOUR - high-quality product in the Football category.,F/BALL COUNTRY COLOUR is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20COUNTRY%20COLOUR,10,yes,no,taxable,standard,
,simple,F-BALL-DOMINATOR,F/BALL DOMINATOR,1,F/BALL DOMINATOR - high-quality product in the Football category.,F/BALL DOMINATOR is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20DOMINATOR,10,yes,no,taxable,standard,
,simple,F-BALL-GERMANY,F/BALL GERMANY,1,F/BALL GERMANY - high-quality product in the Football category.,F/BALL GERMANY is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20GERMANY,10,yes,no,taxable,standard,
,simple,F-BALL-GLOVES-TORRIDO,F/BALL GLOVES TORRIDO,1,F/BALL GLOVES TORRIDO - high-quality product in the Football category.,F/BALL GLOVES TORRIDO is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20GLOVES%20TORRIDO,10,yes,no,taxable,standard,
,simple,F-BALL-GOALKEEPER-GLOVES,F/BALL GOALKEEPER GLOVES,1,F/BALL GOALKEEPER GLOVES - high-quality product in the Football category.,F/BALL GOALKEEPER GLOVES is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20GOALKEEPER%20GLOVES,10,yes,no,taxable,standard,
,simple,F-BALL-JERSEY-SET-SPAIN,F/BALL JERSEY SET SPAIN,1,F/BALL JERSEY SET SPAIN - high-quality product in the Football category.,F/BALL JERSEY SET SPAIN is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20JERSEY%20SET%20SPAIN,10,yes,no,taxable,standard,
,simple,F-BALL-JERSEY-SPAIN,F/BALL JERSEY SPAIN,1,F/BALL JERSEY SPAIN - high-quality product in the Football category.,F/BALL JERSEY SPAIN is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20JERSEY%20SPAIN,10,yes,no,taxable,standard,
